,Title,imdbRating,Book Rating,Genre
449,The Catcher in the Rye,2.1,8.08,
450,The Art of War,5.7,7.58,"Action, Adventure, Crime"
451,The Grapes of Wrath,8.1,8.84,"Drama, History"
452,The Grapes of Wrath,8.1,7.86,"Drama, History"
453,The Grapes of Wrath,8.1,7.86,"Drama, History"
454,The Grapes of Wrath,8.1,7.86,"Drama, History"
455,The Grapes of Wrath,8.1,7.86,"Drama, History"
456,A Midsummer Night's Dream,6.5,7.86,"Comedy, Fantasy, Romance"
457,The Adventures of Sherlock Holmes,8.7,7.88,"Crime, Drama, Mystery"
458,A Midsummer Night's Dream,6.5,8.6,"Comedy, Fantasy, Romance"
459,American Gods,8.1,7.88,"Drama, Fantasy, Mystery"
460,Atonement,7.8,7.94,"Drama, Mystery, Romance"
461,Atonement,7.8,7.76,"Drama, Mystery, Romance"
462,Life of Pi,7.9,7.76,"Adventure, Drama, Fantasy"
463,A Study in Scarlet,5.7,8.24,"Mystery, Thriller"
464,The Old Man and the Sea,7.0,8.16,"Adventure, Drama"
465,The Canterbury Tales,6.5,7.78,"Comedy, Drama, History"
466,Angels & Demons,6.7,8.0,"Mystery, Thriller"
467,Naked,7.9,7.94,"Comedy, Drama"
468,Fear and Loathing in Las Vegas,7.7,8.16,"Adventure, Comedy, Drama"
469,Fear and Loathing in Las Vegas,7.7,8.16,"Adventure, Comedy, Drama"
470,Waiting for Godot,7.7,7.62,Drama
471,The Adventures of Huckleberry Finn,6.3,7.62,"Adventure, Comedy, Drama"
472,The Cider House Rules,7.4,7.6,"Drama, Romance"
473,The Cider House Rules,7.4,8.2,"Drama, Romance"
474,Where the Wild Things Are,6.8,6.94,"Adventure, Drama, Family"
475,Moby-Dick,,8.44,Music
476,Moby Dick,7.4,6.94,"Adventure, Drama"
477,Of Mice and Men,7.5,6.94,Drama
478,Le Petit Prince,7.3,7.46,Musical
479,The Count of Monte Cristo,7.8,8.56,"Action, Adventure, Drama"
480,The Count of Monte Cristo,7.8,8.44,"Action, Adventure, Drama"
481,The Count of Monte Cristo,7.8,8.44,"Action, Adventure, Drama"
482,The Count of Monte Cristo,7.8,8.44,"Action, Adventure, Drama"
483,The Count of Monte Cristo,7.8,8.44,"Action, Adventure, Drama"
484,Macbeth,6.6,8.44,"Drama, History, War"
485,Love in the Time of Cholera,6.4,7.76,"Drama, Romance"
486,Of Mice and Men,7.5,8.22,Drama
487,Of Mice and Men,7.5,7.68,Drama
488,Where the Wild Things Are,6.8,8.22,"Adventure, Drama, Family"
489,The Adventures of Huckleberry Finn,6.3,7.58,"Adventure, Comedy, Drama"
490,East of Eden,8.0,7.6,Drama
491,A Million Little Pieces,1.3,8.08,
492,Snow Flower and the Secret Fan,6.1,7.46,"Drama, History"
493,The Brothers Karamazov,6.8,7.46,"Drama, Romance"
494,The Count of Monte Cristo,7.8,8.62,"Action, Adventure, Drama"
495,The Count of Monte Cristo,7.8,8.44,"Action, Adventure, Drama"
496,Crime and Punishment,7.2,8.44,"Crime, Drama"
497,Crime and Punishment,7.2,8.38,"Crime, Drama"
498,The Kite Runner,7.6,7.58,Drama
499,The Client,6.7,8.52,"Crime, Drama, Mystery"
500,The Chamber,6.0,7.98,"Crime, Drama"
501,1776,7.6,8.06,"Drama, Family, History"
502,Sharp Objects,8.3,8.44,"Crime, Drama, Mystery"
503,Anna Karenina,6.6,8.4,"Drama, Romance"
504,Anna Karenina,6.6,8.04,"Drama, Romance"
505,Anna Karenina,6.6,8.04,"Drama, Romance"
506,Anna Karenina,6.6,8.04,"Drama, Romance"
507,In Cold Blood,8.0,8.04,"Biography, Crime, Drama"
508,Atlas Shrugged: Part I,5.7,7.36,"Drama, Mystery, Sci-Fi"
509,Cloudy with a Chance of Meatballs,7.0,8.1,"Animation, Action, Adventure"
510,Cloudy with a Chance of Meatballs,7.0,8.3,"Animation, Action, Adventure"
511,Cloudy with a Chance of Meatballs,7.0,8.3,"Animation, Action, Adventure"
512,The BFG,6.4,7.58,"Adventure, Family, Fantasy"
513,The BFG,6.4,8.44,"Adventure, Family, Fantasy"
514,The BFG,6.4,8.44,"Adventure, Family, Fantasy"
515,Anna Karenina,6.6,8.44,"Drama, Romance"
516,The Iliad II : The Return,,8.04,"Animation, Short"
517,The Iliad II : The Return,,7.66,"Animation, Short"
518,Slaughterhouse-Five,6.9,8.4,"Comedy, Drama, Sci-Fi"
519,Breakfast of Champions,4.6,8.12,Comedy
520,Siddhartha,6.7,8.16,"Drama, Mystery"
521,The Prophet,7.1,7.98,"Animation, Drama"
522,On the Road,6.1,8.46,"Adventure, Drama, Romance"
523,American Psycho,7.6,7.28,"Crime, Drama"
524,She's Come Undone,6.8,8.34,Adult
525,Atlas Shrugged: Part I,5.7,7.68,"Drama, Mystery, Sci-Fi"
526,The Corrections,7.2,7.36,Drama
527,The Hobbit,6.8,8.04,"Animation, Adventure, Family"
528,The Hobbit,6.8,9.08,"Animation, Adventure, Family"
529,The Thorn Birds,8.0,8.5,Drama
530,The Thorn Birds,8.0,8.44,Drama
531,The Master and Margarita,7.6,8.44,"Drama, Mystery, Romance"
532,Crime and Punishment,7.2,8.64,"Crime, Drama"
533,Eleven Minutes,6.6,8.46,Documentary
534,To Kill a Mockingbird,8.3,8.52,"Crime, Drama"
535,"Men Are from Mars, Women Are from Venus",5.4,7.04,Talk-Show
536,The Odyssey,7.0,7.54,"Adventure, Drama, Fantasy"
537,The Historian,4.4,7.46,Drama
538,Anthem,7.3,7.54,Documentary
539,The Fountainhead,7.1,7.24,"Drama, Romance"
540,The Road,7.3,7.7,"Adventure, Drama"
541,The Joy Luck Club,7.6,7.9,Drama
542,The Joy Luck Club,7.6,7.8,Drama
543,The Joy Luck Club,7.6,7.8,Drama
544,The Joy Luck Club,7.6,7.8,Drama
545,THINK and GROW RICH: The Legacy,9.1,7.8,Documentary
546,THINK and GROW RICH: The Legacy,9.1,8.34,Documentary
547,Big Fish in Middlesex,8.1,8.24,"Comedy, Drama"
548,Fight Club,8.8,7.96,Drama
549,The Count of Monte Cristo,7.8,8.08,"Action, Adventure, Drama"
550,A Farewell to Arms,6.5,8.24,"Drama, Romance, War"
551,The Adventures of Sherlock Holmes,8.7,8.6,"Crime, Drama, Mystery"
552,Timeline,5.6,8.6,"Action, Adventure, Sci-Fi"
553,The Old Man and the Sea,7.0,7.66,"Adventure, Drama"
554,A Christmas Carol,6.8,7.46,"Animation, Drama, Family"
555,A Christmas Carol,6.8,8.04,"Animation, Drama, Family"
556,A Christmas Carol,6.8,8.04,"Animation, Drama, Family"
557,Anna Karenina,6.6,8.04,"Drama, Romance"
558,Great Expectations,6.8,8.04,"Drama, Romance"
559,The Secret Life of Bees,7.3,7.5,Drama
560,The Secret Life of Bees,7.3,8.02,Drama
561,The Secret Life of Bees,7.3,8.02,Drama
562,The Red Tent,7.3,8.02,"Adventure, Drama, History"
563,Salem's Lot,6.8,8.32,Horror
564,Apocalipsis,8.6,7.98,"Short, Crime"
565,Presa,,8.24,Drama
566,El hacha diabólica,6.3,7.36,"Adventure, Horror, Sci-Fi"
567,Anna Karenina,6.6,8.38,"Drama, Romance"
568,The Hound of the Baskervilles,7.6,8.04,"Horror, Mystery, Thriller"
569,The Hound of the Baskervilles,7.6,8.18,"Horror, Mystery, Thriller"
570,The Fountainhead,7.1,8.38,"Drama, Romance"
571,Everything Is Illuminated,7.5,7.7,"Comedy, Drama"
572,Everything Is Illuminated,7.5,7.8,"Comedy, Drama"
573,Memoirs of a Geisha,7.4,8.06,"Drama, Romance"
574,Memoirs of a Geisha,7.4,8.16,"Drama, Romance"
575,Memoirs of a Geisha,7.4,8.16,"Drama, Romance"
576,Memoirs of a Geisha,7.4,8.16,"Drama, Romance"
577,Memoirs of a Geisha,7.4,8.16,"Drama, Romance"
578,The Catcher in the Rye,2.1,8.48,
579,The Call of the Wild,6.0,8.48,"Adventure, Family"
580,War and Peace,6.8,7.66,"Drama, Romance, War"
581,Vergeef me,6.1,8.36,
582,Salem's Lot,6.8,7.68,Horror
583,The BFG,6.4,7.98,"Adventure, Family, Fantasy"
584,The BFG,6.4,8.44,"Adventure, Family, Fantasy"
585,John Adams,8.6,8.22,"Biography, Drama, History"
586,The War of the Worlds,7.2,6.94,"Action, Sci-Fi, Thriller"
587,Madame Bovary,5.7,7.6,Drama
588,The Hours,7.6,7.3,"Drama, Romance"
589,The Hours,7.6,7.82,"Drama, Romance"
590,Madame Bovary,5.7,8.48,Drama
591,Heart of Darkness,5.8,7.3,Drama
592,The Old Man and the Sea,7.0,6.84,"Adventure, Drama"
593,The Old Man and the Sea,7.0,7.46,"Adventure, Drama"
594,Salem's Lot,6.8,7.46,Horror
595,Salem's Lot,6.8,7.98,Horror
596,Salem's Lot,6.8,7.98,Horror
597,1984,7.2,7.98,"Drama, Sci-Fi"
598,1984,7.2,8.28,"Drama, Sci-Fi"
599,Nineteen Eighty-Four,7.6,8.52,"Drama, Sci-Fi"
600,Lisa Loeb & Nine Stories: Stay (I Missed You),,8.32,"Short, Music"
601,For Whom the Bell Tolls,7.0,8.38,"Adventure, Drama, History"
602,The Alchemist,3.8,7.72,Horror
603,The War of the Worlds,7.2,7.64,"Action, Sci-Fi, Thriller"
604,Atonement,7.8,7.6,"Drama, Mystery, Romance"
605,A Tale of Two Cities,7.8,7.76,"Drama, History, Romance"
606,A Tale of Two Cities,7.8,7.62,"Drama, History, Romance"
607,Little Women,7.3,7.62,"Drama, Family, Romance"
608,Little Women,7.3,8.08,"Drama, Family, Romance"
609,Little Women,7.3,8.08,"Drama, Family, Romance"
610,The War of the Worlds,7.2,8.08,"Action, Sci-Fi, Thriller"
611,Life of Pi,7.9,7.6,"Adventure, Drama, Fantasy"
612,"Men Are from Mars, Women Are from Venus",5.4,7.04,Talk-Show
613,Siddhartha,6.7,8.16,"Drama, Mystery"
614,Anna Karenina,6.6,7.64,"Drama, Romance"
615,Anna Karenina,6.6,8.04,"Drama, Romance"
616,Don Quixote,6.2,8.22,"Adventure, Comedy, Romance"
617,Don Quixote,6.2,7.7,"Adventure, Comedy, Romance"
618,A Brief History of Time,7.4,7.7,"Documentary, Biography"
619,Don Quixote,6.2,8.38,"Adventure, Comedy, Romance"
620,Don Quixote,6.2,7.7,"Adventure, Comedy, Romance"
621,Don Quixote,6.2,7.7,"Adventure, Comedy, Romance"
622,Suzanne's Diary for Nicholas,6.6,7.7,"Drama, Romance"
623,Suzanne's Diary for Nicholas,6.6,8.32,"Drama, Romance"
624,Suzanne's Diary for Nicholas,6.6,8.32,"Drama, Romance"
625,Suzanne's Diary for Nicholas,6.6,8.32,"Drama, Romance"
626,The Diary of Anne Frank,7.4,8.32,"Biography, Drama, Family, History, War"
627,The Kite Runner,7.6,8.2,Drama
628,The Westing Game,5.4,8.6,"Family, Horror, Mystery"
629,Siddhartha,6.7,8.06,"Drama, Mystery"
630,Siddhartha,6.7,7.98,"Drama, Mystery"
631,Of Mice and Men,7.5,7.98,Drama
632,Bel Canto,5.1,7.68,"Drama, Music, Romance, Thriller"
633,Bel Canto,5.1,7.84,"Drama, Music, Romance, Thriller"
634,Siddhartha,6.7,7.84,"Drama, Mystery"
635,Bel Canto,5.1,7.98,"Drama, Music, Romance, Thriller"
636,"Rich Dad, Poor Dad with Robert Kiyosaki",,7.92,
637,Siddhartha,6.7,7.94,"Drama, Mystery"
638,Siddhartha,6.7,7.98,"Drama, Mystery"
639,Siddhartha,6.7,7.98,"Drama, Mystery"
640,Siddhartha,6.7,7.98,"Drama, Mystery"
641,Siddhartha,6.7,7.98,"Drama, Mystery"
642,Fahrenheit 451,7.3,7.98,"Drama, Sci-Fi"
643,Fahrenheit 451,7.3,7.94,"Drama, Sci-Fi"
644,Heart of Darkness,5.8,8.6,Drama
645,Heart of Darkness,5.8,6.84,Drama
646,Heart of Darkness,5.8,6.84,Drama
647,Heart of Darkness,5.8,6.84,Drama
648,The Iliad II : The Return,,7.96,"Animation, Short"
649,Congo,5.1,7.66,"Action, Adventure, Mystery"
650,The Andromeda Strain,7.2,7.12,"Sci-Fi, Thriller"
651,Heart of Darkness,5.8,8.16,Drama
652,Pride and Prejudice,8.9,6.84,"Drama, Romance"
653,Pride and Prejudice,8.9,8.48,"Drama, Romance"
654,Little Women,7.3,7.72,"Drama, Family, Romance"
655,Little Women,7.3,8.08,"Drama, Family, Romance"
656,Angela's Ashes,7.3,8.32,Drama
657,Girl with a Pearl Earring,6.9,8.16,"Biography, Drama, Romance"
658,The Pillars of the Earth,8.1,8.58,"Drama, History, Romance, Thriller, War"
659,World Without End,7.0,8.3,"Drama, History, Romance"
660,Little Women,7.3,8.46,"Drama, Family, Romance"
661,The Shining,8.4,9.02,"Drama, Horror"
662,Pet Sematary,6.6,8.36,"Horror, Thriller"
663,Die Pest in Florenz,6.4,7.82,Horror
664,A Farewell to Arms,6.5,7.94,"Drama, Romance, War"
665,A Farewell to Arms,6.5,7.58,"Drama, Romance, War"
666,Mitch Albom's For One More Day,5.8,8.76,"Drama, Fantasy"
667,Art of War,7.6,8.42,"Documentary, History, War"
668,Jane Eyre,7.4,7.9,"Drama, Romance"
669,Cold Mountain,7.2,8.62,"Adventure, Drama, History"
670,Charlotte's Web,6.3,8.16,"Comedy, Family, Fantasy"
671,The Art of War,5.7,8.18,"Action, Adventure, Crime"
672,The Art of War,5.7,7.9,"Action, Adventure, Crime"
673,Naked,7.9,7.9,"Comedy, Drama"
674,The Three Musketeers,5.8,8.16,"Action, Adventure, Romance"
675,The Three Musketeers,5.8,8.12,"Action, Adventure, Romance"
676,The Three Musketeers,5.8,8.12,"Action, Adventure, Romance"
677,The Three Musketeers,5.8,8.12,"Action, Adventure, Romance"
678,Where the Red Fern Grows,6.9,8.12,"Drama, Family"
679,Where the Red Fern Grows,6.9,8.08,"Drama, Family"
680,Charlotte's Web,6.3,7.62,"Comedy, Family, Fantasy"
681,A Christmas Carol,6.8,8.3,"Animation, Drama, Family"
682,The Three Musketeers,5.8,8.04,"Action, Adventure, Romance"
683,A Christmas Carol,6.8,8.12,"Animation, Drama, Family"
684,The Namesake,7.6,8.04,Drama
685,High Fidelity,7.5,7.92,"Comedy, Drama, Music"
686,The Namesake,7.6,7.88,Drama
687,The Namesake,7.6,7.92,Drama
688,The Namesake,7.6,7.92,Drama
689,A Study in Scarlet,5.7,7.92,"Mystery, Thriller"
690,Christine,6.7,8.3,Horror
691,Night Shift,6.5,7.46,Comedy
692,Dolores Claiborne,7.4,7.92,"Crime, Drama, Mystery"
693,Carrie,7.4,7.62,Horror
694,Cat's Cradle,6.2,8.6,Short
695,Into the Wild,8.1,7.82,"Adventure, Biography, Drama"
696,Charlotte's Web,6.3,7.9,"Comedy, Family, Fantasy"
697,A Farewell to Arms,6.5,7.96,"Drama, Romance, War"
698,Cell,4.3,7.58,"Action, Drama, Horror"
699,A Farewell to Arms,6.5,8.8,"Drama, Romance, War"
700,Into Thin Air,7.1,7.58,Drama
701,The Pact,5.8,8.22,"Horror, Mystery, Thriller"
702,Cold Mountain,7.2,8.0,"Adventure, Drama, History"
703,My Sister's Keeper,7.4,7.66,"Drama, Family"
704,P.S. I Love You,7.1,8.12,"Drama, Romance"
705,P.S. I Love You,7.1,8.02,"Drama, Romance"
706,The Virgin Suicides,7.2,8.02,"Drama, Romance"
707,The Tenth Circle,5.9,7.66,"Mystery, Thriller"
708,Sophie's World,5.9,6.96,"Drama, Fantasy, History"
709,The Sound and the Fury,4.8,7.76,Drama
710,As I Lay Dying,5.4,7.72,Drama
711,The Art of War,5.7,7.44,"Action, Adventure, Crime"
712,The Memory Keeper's Daughter,6.7,8.38,Drama
713,The Memory Keeper's Daughter,6.7,7.28,Drama
714,Schindler's List,8.9,7.28,"Biography, Drama, History"
715,Schindler's List,8.9,8.68,"Biography, Drama, History"
716,Schindler's List,8.9,8.68,"Biography, Drama, History"
717,Carrie,7.4,8.68,Horror
718,Carrie,7.4,7.86,Horror
719,The Name of the Rose,7.8,7.86,"Crime, Drama, Mystery"
720,Dracula,7.6,8.22,"Fantasy, Horror"
721,The Historian,4.4,7.96,Drama
722,Insomnia,7.2,8.22,"Drama, Mystery, Thriller"
723,Bag of Bones,5.8,7.58,"Drama, Horror, Mystery"
724,Desperation,5.3,7.74,"Drama, Fantasy, Horror"
725,Carrie,7.4,7.6,Horror
726,Catch 22,,7.86,"Short, Drama"
727,Cujo,6.0,7.96,"Horror, Thriller"
728,The Shining,8.4,7.3,"Drama, Horror"
729,Thinner,5.7,8.36,"Fantasy, Horror"
730,Night Shift,6.5,7.34,Comedy
731,Cujo,6.0,7.92,"Horror, Thriller"
732,Needful Things,6.2,7.3,"Crime, Drama, Fantasy"
733,Misery,7.8,8.84,"Crime, Drama, Thriller"
734,Misery,7.8,8.22,"Crime, Drama, Thriller"
735,The Great Gatsby,7.3,8.04,"Drama, Romance"
736,Journey of the Bonesetter's Daughter,,7.3,"Documentary, Biography, Music"
737,Julius Caesar,7.4,8.12,"Biography, Drama, History"
738,Othello,6.9,7.32,"Drama, Romance"
739,Othello,6.9,7.76,"Drama, Romance"
740,Othello,6.9,7.76,"Drama, Romance"
741,Othello,6.9,7.76,"Drama, Romance"
742,The Hours: The Lives of Mrs. Dalloway,,8.0,Short
743,Sense and Sensibility,7.7,7.56,"Drama, Romance"
744,King Lear,8.3,7.6,Drama
745,King Lear,8.3,7.8,Drama
746,The Scarlet Letter,5.2,7.8,"Drama, Romance"
747,The Scarlet Letter,5.2,6.74,"Drama, Romance"
748,The Scarlet Letter,5.2,6.74,"Drama, Romance"
749,The Scarlet Letter,5.2,7.14,"Drama, Romance"
750,The Scarlet Letter,5.2,6.74,"Drama, Romance"
751,The Scarlet Letter,5.2,7.22,"Drama, Romance"
752,Norwegian Wood,6.4,7.52,"Drama, Romance"
753,Pride and Prejudice,8.9,8.48,"Drama, Romance"
754,Emma,6.7,8.48,"Comedy, Drama, Romance"
755,Emma,6.7,7.98,"Comedy, Drama, Romance"
756,Emma,6.7,7.98,"Comedy, Drama, Romance"
757,Emma,6.7,7.98,"Comedy, Drama, Romance"
758,Emma,6.7,7.98,"Comedy, Drama, Romance"
759,Don Quixote,6.2,8.0,"Adventure, Comedy, Romance"
760,Neverwhere,7.3,7.7,"Drama, Fantasy"
761,Neverwhere,7.3,8.36,"Drama, Fantasy"
762,The Tempest,5.4,8.36,"Comedy, Drama, Fantasy"
763,Cujo,6.0,8.0,"Horror, Thriller"
764,Le pacte du silence,5.8,8.08,"Drama, Mystery, Romance"
765,The Shortest Way Home: C.S. Lewis and Mere Christianity,4.4,8.0,Documentary
766,King Lear,8.3,7.94,Drama
767,In Cold Blood,8.0,7.8,"Biography, Crime, Drama"
768,In Cold Blood,8.0,8.1,"Biography, Crime, Drama"
769,Jane Eyre,7.4,8.34,"Drama, Romance"
770,Jonathan Strange & Mr Norrell,8.2,7.8,"Fantasy, History, Sci-Fi"
771,Jonathan Strange & Mr Norrell,8.2,7.6,"Fantasy, History, Sci-Fi"
772,The Scarlet Letter,5.2,7.6,"Drama, Romance"
773,Much Ado About Nothing,7.4,8.62,"Comedy, Drama, Romance"
774,Die Geisha,,8.12,Music
775,No Country for Old Men,8.1,8.16,"Crime, Drama, Thriller"
776,Sense and Sensibility,7.7,8.26,"Drama, Romance"
777,Sense and Sensibility,7.7,8.12,"Drama, Romance"
778,Sense and Sensibility,7.7,8.12,"Drama, Romance"
779,Sense and Sensibility,7.7,8.12,"Drama, Romance"
780,The Color Purple,7.8,8.12,Drama
781,The Dark Half,5.9,8.84,"Horror, Mystery, Thriller"
782,The Nanny Diaries,6.2,7.88,"Comedy, Drama, Romance"
783,Revelator: The Neuromancer,,6.8,Thriller
784,The Nanny Diaries,6.2,7.76,"Comedy, Drama, Romance"
785,The Nanny Diaries,6.2,6.8,"Comedy, Drama, Romance"
786,The Nanny Diaries,6.2,6.8,"Comedy, Drama, Romance"
787,Much Ado About Nothing,7.4,8.12,"Comedy, Drama, Romance"
788,Much Ado About Nothing,7.4,8.12,"Comedy, Drama, Romance"
789,Much Ado About Nothing,7.4,8.12,"Comedy, Drama, Romance"
790,The Plague,4.5,7.78,Horror
791,En attendant Godot,6.3,7.94,
792,A Midsummer Night's Dream,6.5,7.62,"Comedy, Fantasy, Romance"
793,The Story of My Life,6.8,7.88,"Comedy, Romance"
794,Redeeming Love,4.1,8.14,Drama
795,The Time Traveler's Wife,7.1,8.98,"Drama, Fantasy, Romance"
796,Beloved,5.9,7.98,"Drama, History, Horror"
797,The Iliad II : The Return,,7.54,"Animation, Short"
798,Wuthering Heights,7.7,7.66,"Drama, Romance"
799,In Cold Blood,8.0,8.52,"Biography, Crime, Drama"
800,The Green Mile,8.5,8.0,"Crime, Drama, Fantasy"
801,Dreamcatcher,5.5,8.68,"Drama, Horror, Sci-Fi, Thriller"
802,The God Delusion Debate,8.0,7.18,Documentary
803,Jane Eyre,7.4,7.78,"Drama, Romance"
804,The Shining,8.4,7.88,"Drama, Horror"
805,Marley,8.0,8.36,"Documentary, Biography, Music"
806,Marley,8.0,8.24,"Documentary, Biography, Music"
807,Cujo,6.0,8.24,"Horror, Thriller"
808,The Shining,8.4,7.3,"Drama, Horror"
809,The Shining,8.4,8.36,"Drama, Horror"
810,L'étranger de minuit: l'oeuvre original,,8.36,"Short, Horror, Thriller"
811,One Flew Over the Cuckoo's Nest,8.7,7.92,Drama
812,One Flew Over the Cuckoo's Nest,8.7,8.36,Drama
813,One Flew Over the Cuckoo's Nest,8.7,8.36,Drama
814,One Flew Over the Cuckoo's Nest,8.7,8.36,Drama
815,One Flew Over the Cuckoo's Nest,8.7,8.36,Drama
816,The Color Purple,7.8,8.36,Drama
817,The Odyssey,7.0,8.16,"Adventure, Drama, Fantasy"
818,The Man in the High Castle,8.1,7.46,"Drama, Sci-Fi, Thriller"
819,The Man in the High Castle,8.1,7.32,"Drama, Sci-Fi, Thriller"
820,Death of a Salesman,7.3,6.98,Drama
821,The Things They Carried,7.2,8.14,"Short, Action, Drama"
822,Lord of the Flies,6.4,8.24,"Adventure, Drama, Thriller"
823,Julius Caesar,7.4,7.32,"Biography, Drama, History"
824,Salem's Lot,6.8,7.12,Horror
825,The Screwtape Letters,,8.34,"Short, Drama"
826,The Screwtape Letters,,8.42,"Short, Drama"
827,The Screwtape Letters,,8.42,"Short, Drama"
828,The Screwtape Letters,,8.42,"Short, Drama"
829,The Screwtape Letters,,8.42,"Short, Drama"
830,The Shortest Way Home: C.S. Lewis and Mere Christianity,4.4,8.42,Documentary
831,The Shortest Way Home: C.S. Lewis and Mere Christianity,4.4,8.62,Documentary
832,The Dead Zone,7.2,6.94,"Horror, Sci-Fi, Thriller"
833,Pet Sematary,6.6,7.12,"Horror, Thriller"
834,The Chronicles of Narnia,,7.82,"Drama, Family, Fantasy"
835,The Shortest Way Home: C.S. Lewis and Mere Christianity,4.4,8.48,Documentary
836,The Shortest Way Home: C.S. Lewis and Mere Christianity,4.4,8.62,Documentary
837,Island of the Blue Dolphins,6.1,8.62,"Biography, Drama, Family"
838,Island of the Blue Dolphins,6.1,7.6,"Biography, Drama, Family"
839,The Dead Zone,7.2,7.6,"Horror, Sci-Fi, Thriller"
840,Night Shift,6.5,7.8,Comedy
841,Cujo,6.0,7.92,"Horror, Thriller"
842,Matilda,6.9,8.68,"Comedy, Family, Fantasy"
843,Alice in Wonderland,6.5,7.4,"Adventure, Family, Fantasy"
844,Stranger in a Strange Land,,8.24,"Short, Drama, Mystery"
845,Anna Karenina,6.6,7.82,"Drama, Romance"
846,Cujo,6.0,8.04,"Horror, Thriller"
847,A Streetcar Named Desire,8.0,7.3,Drama
848,The Dark Half,5.9,7.94,"Horror, Mystery, Thriller"
849,Twelfth Night,8.1,7.86,"Comedy, Drama, Romance"
850,Jane Eyre,7.4,7.94,"Drama, Romance"
851,Jane Eyre,7.4,8.2,"Drama, Romance"
852,Jane Eyre,7.4,8.2,"Drama, Romance"
853,Jane Eyre,7.4,8.2,"Drama, Romance"
854,Jane Eyre,7.4,8.2,"Drama, Romance"
855,Neverwhere,7.3,8.08,"Drama, Fantasy"
856,Neverwhere,7.3,8.36,"Drama, Fantasy"
857,The Time Traveler's Wife,7.1,8.36,"Drama, Fantasy, Romance"
858,Desesperación,,7.98,"Short, Drama"
859,Firestarter,6.0,7.12,"Action, Horror, Sci-Fi"
860,Gulliver's Travels,4.9,7.98,"Action, Adventure, Comedy"
861,Lord of the Flies,6.4,7.22,"Adventure, Drama, Thriller"
862,Lord of the Flies,6.4,7.3,"Adventure, Drama, Thriller"
863,Gulliver's Travels,4.9,7.1,"Action, Adventure, Comedy"
864,Stiff,6.7,7.1,"Comedy, Crime"
865,The Chronicles of Narnia,,8.1,"Drama, Family, Fantasy"
866,Dreamcatcher,5.5,8.48,"Drama, Horror, Sci-Fi, Thriller"
867,The Hours,7.6,7.18,"Drama, Romance"
868,Anna Karenina,6.6,8.8,"Drama, Romance"
869,Rebecca,8.1,8.04,"Drama, Mystery, Romance"
870,Island of the Blue Dolphins,6.1,8.42,"Biography, Drama, Family"
871,I Know Why the Caged Bird Sings,7.2,7.92,"Biography, Drama"
872,The Time Traveler's Wife,7.1,8.38,"Drama, Fantasy, Romance"
873,The Time Traveler's Wife,7.1,7.9,"Drama, Fantasy, Romance"
874,La danza de la muerte,,7.86,Thriller
875,Julius Caesar,7.4,8.68,"Biography, Drama, History"
876,The Tempest,5.4,7.32,"Comedy, Drama, Fantasy"
877,Julius Caesar,7.4,7.6,"Biography, Drama, History"
878,Othello,6.9,7.76,"Drama, Romance"
879,Julius Caesar,7.4,7.76,"Biography, Drama, History"
880,Othello,6.9,7.32,"Drama, Romance"
881,Island of the Blue Dolphins,6.1,7.76,"Biography, Drama, Family"
882,Night at the Museum,6.4,8.2,"Adventure, Comedy, Family"
883,Night at the Museum,6.4,8.6,"Adventure, Comedy, Family"
884,Watership Down,7.7,8.6,"Animation, Adventure, Drama, Thriller"
885,Much Ado About Nothing,7.4,8.12,"Comedy, Drama, Romance"
886,Der Fänger im Roggen,,7.58,Short
887,Carrie,7.4,8.24,Horror
888,Marley,8.0,7.86,"Documentary, Biography, Music"
889,My Sister's Keeper,7.4,8.24,"Drama, Family"
890,Invisible Man,7.0,8.12,"Short, Drama"
891,Invisible Man,7.0,7.68,"Short, Drama"
892,Twelfth Night,8.1,8.12,"Comedy, Drama, Romance"
893,Twelfth Night,8.1,7.94,"Comedy, Drama, Romance"
894,Much Ado About Nothing,7.4,7.94,"Comedy, Drama, Romance"
895,Cumbres borrascosas,,7.94,Romance
896,Julius Caesar,7.4,7.32,"Biography, Drama, History"
897,Alice's Adventures in Wonderland and Through the Looking-Glass,,7.32,"Drama, Musical"
898,Julius Caesar,7.4,8.12,"Biography, Drama, History"
899,The Chronicles of Narnia,,8.48,"Drama, Family, Fantasy"
900,One Flew Over the Cuckoo's Nest,8.7,8.5,Drama
901,Watership Down,7.7,8.36,"Animation, Adventure, Drama, Thriller"
902,Watership Down,7.7,8.12,"Animation, Adventure, Drama, Thriller"
903,Watership Down,7.7,8.5,"Animation, Adventure, Drama, Thriller"
904,One Flew Over the Cuckoo's Nest,8.7,8.6,Drama
905,One Flew Over the Cuckoo's Nest,8.7,8.36,Drama
906,A Streetcar Named Desire,8.0,8.0,Drama
907,Plain Truth,6.4,7.94,"Drama, Crime, Mystery"
908,The Pact,5.8,8.2,"Horror, Mystery, Thriller"
909,Pride and Prejudice,8.9,8.0,"Drama, Romance"
910,Pride and Prejudice,8.9,8.48,"Drama, Romance"
911,Pride and Prejudice,8.9,8.48,"Drama, Romance"
912,Pride and Prejudice,8.9,8.48,"Drama, Romance"
913,Pride and Prejudice,8.9,8.48,"Drama, Romance"
914,Julie,6.2,7.34,"Crime, Drama, Film-Noir"
