,Actors,Awards,BoxOffice,Country,DVD,Director,Error,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,totalSeasons,Book Rating
286,"Robert Redford, Nick Nolte, Emma Thompson, Mary Steenburgen",1 nomination.,"$19,189,413",USA,29 Dec 2015,Ken Kwapis,,"Adventure, Biography, Comedy",English,51,"After spending two decades in England, Bill Bryson returns to the U.S., where he decides the best way to connect with his homeland is to hike the Appalachian Trail with one of his oldest friends.",https://m.media-amazon.com/images/M/MV5BMTU2MTkwMzM0NF5BMl5BanBnXkFtZTgwMjA0NDA4NTE@._V1_SX300.jpg,Broad Green Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",02 Sep 2015,True,104 min,A Walk in the Woods,movie,http://www.WalkInTheWoodsMovie.com,"Michael Arndt (screenplay), Bill Holderman (screenplay), Bill Bryson (book)",2015,tt1178665,6.3,"20,972",,4.05
287,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,4.47
288,"Kevin Spacey, Julianne Moore, Judi Dench, Cate Blanchett",Nominated for 2 Golden Globes. Another 2 wins & 11 nominations.,"$11,405,825",USA,18 Jun 2002,Lasse Hallström,,Drama,English,47,An emotionally beaten man with his young daughter moves to his ancestral home in Newfoundland to reclaim his life.,https://m.media-amazon.com/images/M/MV5BNWEwMmNiNjctNDY5ZC00NDIyLWFiZDctNDdlZGU5NjA0MzA2L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Miramax Films,R,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",18 Jan 2002,True,111 min,The Shipping News,movie,http://www.miramaxhighlights.com/theshippingnews/index.html,"Annie Proulx (based on the novel by), Robert Nelson Jacobs (screenplay)",2001,tt0120824,6.8,"30,367",,3.83
289,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,4.47
290,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,4.47
291,"Docs Keepin Time, Alan Cumming, Sean Bean, David Thewlis",1 win & 1 nomination.,N/A,"USA, UK",02 May 2005,Caroline Thompson,,"Adventure, Drama, Family",English,N/A,"The fates of horses, and the people who own and command them, are revealed as Black Beauty narrates the circle of his life.",https://m.media-amazon.com/images/M/MV5BMjEwNTc3NzI4NF5BMl5BanBnXkFtZTcwOTk3MDcyMQ@@._V1_SX300.jpg,N/A,G,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",29 Jul 1994,True,88 min,Black Beauty,movie,N/A,"Anna Sewell (novel), Caroline Thompson (screenplay)",1994,tt0109279,6.6,"8,178",,3.94
292,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,4.47
293,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,4.34
294,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,4.47
295,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,4.47
296,"Julie Harris, James Dean, Raymond Massey, Burl Ives",Won 1 Oscar. Another 12 wins & 10 nominations.,N/A,USA,31 May 2005,Elia Kazan,,Drama,English,N/A,A wilful young man contends against his brother for the attention of their religious father while reconnecting with his estranged mother and falling for his brother's girlfriend.,https://m.media-amazon.com/images/M/MV5BNTYzNjI3MWUtZjg3Yi00ZDBkLWIwM2YtYmUyZGZjN2RiZjI5XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,Warner Bros. Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}]",10 Apr 1955,True,118 min,East of Eden,movie,N/A,"John Steinbeck (novel), Paul Osborn (screen play)",1955,tt0048028,8.0,"34,843",,4.35
297,"Julie Harris, James Dean, Raymond Massey, Burl Ives",Won 1 Oscar. Another 12 wins & 10 nominations.,N/A,USA,31 May 2005,Elia Kazan,,Drama,English,N/A,A wilful young man contends against his brother for the attention of their religious father while reconnecting with his estranged mother and falling for his brother's girlfriend.,https://m.media-amazon.com/images/M/MV5BNTYzNjI3MWUtZjg3Yi00ZDBkLWIwM2YtYmUyZGZjN2RiZjI5XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,Warner Bros. Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}]",10 Apr 1955,True,118 min,East of Eden,movie,N/A,"John Steinbeck (novel), Paul Osborn (screen play)",1955,tt0048028,8.0,"34,843",,4.35
298,"Ricky Whittle, Emily Browning, Pablo Schreiber, Crispin Glover",Nominated for 2 Primetime Emmys. Another 2 wins & 11 nominations.,,USA,,N/A,,"Drama, Fantasy, Mystery",English,N/A,"A recently released ex-convict named Shadow meets a mysterious man who calls himself ""Wednesday"" and who knows more than he first seems to about Shadow's life and past.",https://m.media-amazon.com/images/M/MV5BY2ViNGI1ZGUtYmUyNS00ZWU0LWExOTQtMDMwZjQ2ZWJhNmRhXkEyXkFqcGdeQXVyNjYxMDUzODc@._V1_SX300.jpg,,TV-MA,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",30 Apr 2017,True,60 min,American Gods,series,,"Bryan Fuller, Michael Green",2017–,tt1898069,8.1,"50,316",2,4.11
299,"Jane Brakhage, Stan Brakhage",N/A,N/A,USA,N/A,Stan Brakhage,,Short,N/A,N/A,"Images of two women, two men, and a gray cat form a montage of rapid bits of movement. A woman is in a bedroom, another wears an apron: they work with their hands, occasionally looking up. ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwMTA2NTQzOV5BMl5BanBnXkFtZTcwNTg1NTIyMQ@@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A,True,6 min,Cat's Cradle,movie,N/A,N/A,1959,tt0277617,6.2,730,,4.18
300,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,3.88
301,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,3.88
302,"James Mason, Shelley Winters, Sue Lyon, Gary Cockrell",Nominated for 1 Oscar. Another 2 wins & 8 nominations.,N/A,"UK, USA",29 Jun 1999,Stanley Kubrick,,"Crime, Drama, Romance","English, French, Spanish, German",N/A,A middle-aged college professor becomes infatuated with a fourteen-year-old nymphet.,https://m.media-amazon.com/images/M/MV5BZTlmODM0ZTgtY2NkZS00Y2ZmLTkxMzktMTE4ZDg2NzNmNDkwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,MGM,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}]",21 Jun 1962,True,153 min,Lolita,movie,N/A,"Vladimir Nabokov (screenplay), Vladimir Nabokov (novel)",1962,tt0056193,7.6,"79,307",,3.88
303,"James Mason, Shelley Winters, Sue Lyon, Gary Cockrell",Nominated for 1 Oscar. Another 2 wins & 8 nominations.,N/A,"UK, USA",29 Jun 1999,Stanley Kubrick,,"Crime, Drama, Romance","English, French, Spanish, German",N/A,A middle-aged college professor becomes infatuated with a fourteen-year-old nymphet.,https://m.media-amazon.com/images/M/MV5BZTlmODM0ZTgtY2NkZS00Y2ZmLTkxMzktMTE4ZDg2NzNmNDkwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,MGM,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}]",21 Jun 1962,True,153 min,Lolita,movie,N/A,"Vladimir Nabokov (screenplay), Vladimir Nabokov (novel)",1962,tt0056193,7.6,"79,307",,3.88
304,"Jack Black, Jason Segel, Emily Blunt, Amanda Peet",3 nominations.,"$42,776,259",USA,19 Apr 2011,Rob Letterman,,"Action, Adventure, Comedy",English,33,"Travel writer Lemuel Gulliver takes an assignment in Bermuda, but ends up on the island of Lilliput, where he towers over its tiny citizens.",https://m.media-amazon.com/images/M/MV5BMTU0NTUwOTM3Nl5BMl5BanBnXkFtZTcwMDA3NjIwNA@@._V1_SX300.jpg,20th Century Fox,PG,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",25 Dec 2010,True,85 min,Gulliver's Travels,movie,http://gulliverstravelsthemovie.com/,"Joe Stillman (screenplay), Nicholas Stoller (screenplay), Jonathan Swift (book)",2010,tt1320261,4.9,"58,457",,3.55
305,"Johnny Depp, Benicio Del Toro, Tobey Maguire, Michael Lee Gogin",1 win & 3 nominations.,N/A,USA,17 Nov 1998,Terry Gilliam,,"Adventure, Comedy, Drama",English,41,An oddball journalist and his psychopathic lawyer travel to Las Vegas for a series of psychedelic escapades.,https://m.media-amazon.com/images/M/MV5BNjA2ZDY3ZjYtZmNiMC00MDU5LTgxMWEtNzk1YmI3NzdkMTU0XkEyXkFqcGdeQXVyNjQyMjcwNDM@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",22 May 1998,True,118 min,Fear and Loathing in Las Vegas,movie,N/A,"Hunter S. Thompson (book), Terry Gilliam (screenplay), Tony Grisoni (screenplay), Tod Davies (screenplay), Alex Cox (screenplay)",1998,tt0120669,7.7,"235,994",,4.08
306,"Rock Hudson, Gayle Hunnicutt, Bernie Casey, Christopher Connelly",1 nomination.,,"USA, UK",,N/A,,"Drama, Mystery, Sci-Fi",English,N/A,"In the 21st century, Earth begins the colonization of Mars. However, things do not go as planned, at first due to the hostile Martian natives and later because of the self-destructive Earthmen.",https://ia.media-imdb.com/images/M/MV5BMzk5Njc2MDcyNl5BMl5BanBnXkFtZTcwNDk0MjYyMQ@@._V1_SX300.jpg,,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",27 Jan 1980,True,360 min,The Martian Chronicles,series,,N/A,1980,tt0080242,6.7,"1,743",N/A,4.12
307,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,3.75
308,"Renée Zellweger, Gemma Jones, Celia Imrie, James Faulkner",Nominated for 1 Oscar. Another 8 wins & 29 nominations.,N/A,"UK, France, USA",09 Oct 2001,Sharon Maguire,,"Comedy, Drama, Romance",English,66,A British woman is determined to improve herself while she looks for love in a year in which she keeps a personal diary.,https://m.media-amazon.com/images/M/MV5BYjc3NjU1ZTEtNmNjNi00YzNiLWI3OWQtMTJmYTRkZDc1NDE2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Miramax Films,R,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",13 Apr 2001,True,97 min,Bridget Jones's Diary,movie,http://www.miramax.com/movie/bridget-jones-diary,"Helen Fielding (novel), Helen Fielding (screenplay), Andrew Davies (screenplay), Richard Curtis (screenplay)",2001,tt0243155,6.7,"198,630",,3.75
309,"Gregory Peck, Richard Basehart, Leo Genn, James Robertson Justice",5 wins & 4 nominations.,N/A,"UK, USA",19 Jun 2001,John Huston,,"Adventure, Drama",English,N/A,"The sole survivor of a lost whaling ship relates the tale of his captain's self-destructive obsession to hunt the white whale, Moby Dick.",https://m.media-amazon.com/images/M/MV5BMTMwOTA2MjU5N15BMl5BanBnXkFtZTcwMDYzODI1NA@@._V1_SX300.jpg,MGM,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}]",03 Oct 1956,True,116 min,Moby Dick,movie,N/A,"Ray Bradbury (screenplay), John Huston (screenplay)",1956,tt0049513,7.4,"15,096",,3.47
310,"Gregory Peck, Richard Basehart, Leo Genn, James Robertson Justice",5 wins & 4 nominations.,N/A,"UK, USA",19 Jun 2001,John Huston,,"Adventure, Drama",English,N/A,"The sole survivor of a lost whaling ship relates the tale of his captain's self-destructive obsession to hunt the white whale, Moby Dick.",https://m.media-amazon.com/images/M/MV5BMTMwOTA2MjU5N15BMl5BanBnXkFtZTcwMDYzODI1NA@@._V1_SX300.jpg,MGM,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}]",03 Oct 1956,True,116 min,Moby Dick,movie,N/A,"Ray Bradbury (screenplay), John Huston (screenplay)",1956,tt0049513,7.4,"15,096",,3.47
311,"Gregory Peck, Richard Basehart, Leo Genn, James Robertson Justice",5 wins & 4 nominations.,N/A,"UK, USA",19 Jun 2001,John Huston,,"Adventure, Drama",English,N/A,"The sole survivor of a lost whaling ship relates the tale of his captain's self-destructive obsession to hunt the white whale, Moby Dick.",https://m.media-amazon.com/images/M/MV5BMTMwOTA2MjU5N15BMl5BanBnXkFtZTcwMDYzODI1NA@@._V1_SX300.jpg,MGM,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}]",03 Oct 1956,True,116 min,Moby Dick,movie,N/A,"Ray Bradbury (screenplay), John Huston (screenplay)",1956,tt0049513,7.4,"15,096",,3.47
312,"Carey Mulligan, Andrew Garfield, Izzy Meikle-Small, Charlie Rowe",7 wins & 26 nominations.,"$2,412,045","UK, USA",21 Sep 2010,Mark Romanek,,"Drama, Romance, Sci-Fi",English,69,"The lives of three friends, from their early school days into young adulthood, when the reality of the world they live in comes knocking.",https://m.media-amazon.com/images/M/MV5BMTM3NDQ1MjE2OF5BMl5BanBnXkFtZTcwNDIxNTk2Mw@@._V1_SX300.jpg,Fox Searchlight Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",15 Oct 2010,True,103 min,Never Let Me Go,movie,http://www.foxsearchlight.com/neverletmego/,"Kazuo Ishiguro (novel), Alex Garland (screenplay)",2010,tt1334260,7.2,"126,104",,3.8
313,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,4.29
314,"Paul Giamatti, Laura Linney, John Dossett, Stephen Dillane",Won 4 Golden Globes. Another 45 wins & 35 nominations.,,USA,,N/A,,"Biography, Drama, History",English,N/A,"The life of one of the USA's Founding Fathers, its second President, and his role in the nation's first 50 years.",https://m.media-amazon.com/images/M/MV5BMTQwNDc0MDE2MF5BMl5BanBnXkFtZTcwODYwNjE2MQ@@._V1_SX300.jpg,,TV-14,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",16 Mar 2008,True,71 min,John Adams,series,,N/A,2008,tt0472027,8.6,"23,320",1,4.05
315,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,4.29
316,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,4.29
317,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,3.9
318,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,3.9
319,"Shashi Kapoor, Simi Garewal, Romesh Sharma, Pinchoo Kapoor",N/A,N/A,USA,10 Dec 2002,Conrad Rooks,,"Drama, Mystery",English,80,The story of a young Indian who embarks upon a journey to find the meaning of existence. Based on the novel by Hermann Hesse.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwNTIzOTE2OF5BMl5BanBnXkFtZTYwMjE1OTc5._V1_SX300.jpg,Columbia Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",01 Jan 1974,True,89 min,Siddhartha,movie,N/A,"Hermann Hesse (novel), Conrad Rooks (written for the screen by), Natasha Ullman (associate writer), Paul Mayersberg (associate writer)",1972,tt0070689,6.7,948,,3.99
320,Robert S. Pearson,N/A,N/A,USA,N/A,Robert S. Pearson,,"Short, Drama",English,N/A,"This Student film looks at a young man, broke and busted, contemplating death. Death is represented with color, and in his final hour death is all he sees.",N/A,N/A,N/A,[],N/A,True,3 min,Nickel and Dimed,movie,N/A,N/A,2009,tt1608546,N/A,N/A,,3.6
321,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,3.6
322,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,3.6
323,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,3.6
324,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,3.6
325,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,3.98
326,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,3.98
327,"Armand Assante, Greta Scacchi, Isabella Rossellini, Bernadette Peters",Nominated for 2 Golden Globes. Another 3 wins & 24 nominations.,,"UK, Italy, Germany, USA",,N/A,,"Adventure, Drama, Fantasy",English,N/A,"The warrior king Odysseus leaves his idyllic life in the kingdom of Ithaca to fight in the Trojan War. After winning the war, he now must endure a lengthy, ten-year journey to return and, ...",https://ia.media-imdb.com/images/M/MV5BYTI4NWZmZmQtNDY3OC00ZWQ3LWE4NjgtOGY0N2JiZTQ5YTNhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",18 May 1997,True,176 min,The Odyssey,series,,N/A,1997–,tt0118414,7.0,"11,975",1,3.73
328,"Armand Assante, Greta Scacchi, Isabella Rossellini, Bernadette Peters",Nominated for 2 Golden Globes. Another 3 wins & 24 nominations.,,"UK, Italy, Germany, USA",,N/A,,"Adventure, Drama, Fantasy",English,N/A,"The warrior king Odysseus leaves his idyllic life in the kingdom of Ithaca to fight in the Trojan War. After winning the war, he now must endure a lengthy, ten-year journey to return and, ...",https://ia.media-imdb.com/images/M/MV5BYTI4NWZmZmQtNDY3OC00ZWQ3LWE4NjgtOGY0N2JiZTQ5YTNhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",18 May 1997,True,176 min,The Odyssey,series,,N/A,1997–,tt0118414,7.0,"11,975",1,3.73
329,"Giorgos Komiotis, Akis Melahris, Elli Moka",N/A,N/A,Greece,N/A,Akis Melahris,,"Animation, Short",English,N/A,N/A,http://ia.media-imdb.com/images/M/MV5BMTkyODM2OTg2OV5BMl5BanBnXkFtZTcwMTUzODM0NQ@@._V1_SX300.jpg,N/A,N/A,[],N/A,True,17 min,The Iliad II : The Return,movie,N/A,N/A,2008,tt1941689,N/A,N/A,,3.83
330,"Armand Assante, Greta Scacchi, Isabella Rossellini, Bernadette Peters",Nominated for 2 Golden Globes. Another 3 wins & 24 nominations.,,"UK, Italy, Germany, USA",,N/A,,"Adventure, Drama, Fantasy",English,N/A,"The warrior king Odysseus leaves his idyllic life in the kingdom of Ithaca to fight in the Trojan War. After winning the war, he now must endure a lengthy, ten-year journey to return and, ...",https://ia.media-imdb.com/images/M/MV5BYTI4NWZmZmQtNDY3OC00ZWQ3LWE4NjgtOGY0N2JiZTQ5YTNhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",18 May 1997,True,176 min,The Odyssey,series,,N/A,1997–,tt0118414,7.0,"11,975",1,3.73
331,"Raymond Gérôme, Patrice Alexsandre, Marie-Hélène Breillat, Denis Manuel",N/A,N/A,France,N/A,Pierre Boutron,,"Drama, Fantasy",French,N/A,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxMzZhYjUtMTIxYy00OTRkLTg5YzgtZTM2NjYyZGEwZDQwXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",27 Jul 1977,True,105 min,Le portrait de Dorian Gray,movie,N/A,"Pierre Boutron (adaptation), Pierre Boutron (dialogue), Oscar Wilde (novel)",1977,tt0174129,6.3,29,,4.06
332,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,3.81
333,"Ronald Colman, Elizabeth Allan, Edna May Oliver, Reginald Owen",N/A,N/A,USA,10 Oct 2006,"Jack Conway, Robert Z. Leonard",,"Drama, History, Romance",English,N/A,"A pair of lookalikes, one a former French aristocrat and the other an alcoholic English lawyer, fall in love with the same woman amongst the turmoil of the French Revolution.",https://m.media-amazon.com/images/M/MV5BOTFlNzEwZWQtNWY3MS00YzNlLWIwNDUtYmQ2N2MxZWM4ODFkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,Warner Home Video,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",25 Dec 1935,True,128 min,A Tale of Two Cities,movie,N/A,"Charles Dickens (novel), W.P. Lipscomb (screen play), S.N. Behrman (screen play), Thomas Carlyle (bibliography ""The French Revolution""), M. Cléry (bibliography ""Journal of the Temple""), Mademoiselle des Écherolles (bibliography ""The Memoirs""), M. Nicholas (bibliography ""The Memoirs"")",1935,tt0027075,7.8,"4,465",,3.81
334,"Ronald Colman, Elizabeth Allan, Edna May Oliver, Reginald Owen",N/A,N/A,USA,10 Oct 2006,"Jack Conway, Robert Z. Leonard",,"Drama, History, Romance",English,N/A,"A pair of lookalikes, one a former French aristocrat and the other an alcoholic English lawyer, fall in love with the same woman amongst the turmoil of the French Revolution.",https://m.media-amazon.com/images/M/MV5BOTFlNzEwZWQtNWY3MS00YzNlLWIwNDUtYmQ2N2MxZWM4ODFkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,Warner Home Video,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",25 Dec 1935,True,128 min,A Tale of Two Cities,movie,N/A,"Charles Dickens (novel), W.P. Lipscomb (screen play), S.N. Behrman (screen play), Thomas Carlyle (bibliography ""The French Revolution""), M. Cléry (bibliography ""Journal of the Temple""), Mademoiselle des Écherolles (bibliography ""The Memoirs""), M. Nicholas (bibliography ""The Memoirs"")",1935,tt0027075,7.8,"4,465",,3.81
335,"Jennifer Ehle, Colin Firth, Susannah Harker, Julia Sawalha",Won 1 Primetime Emmy. Another 8 wins & 13 nominations.,,UK,,N/A,,"Drama, Romance",English,N/A,"While the arrival of wealthy gentlemen sends her marriage-minded mother into a frenzy, willful and opinionated Elizabeth Bennet matches wits with haughty Mr. Darcy.",https://m.media-amazon.com/images/M/MV5BMDM0MjFlOGYtNTg2ZC00MmRkLTg5OTQtM2U5ZjUyYTgxZThiXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,,TV-PG,"[{'Source': 'Internet Movie Database', 'Value': '8.9/10'}]",14 Jan 1996,True,327 min,Pride and Prejudice,series,,N/A,1995,tt0112130,8.9,"64,411",1,4.24
336,"Kate Maberly, Heydon Prowse, Andrew Knott, Maggie Smith",Nominated for 1 BAFTA Film Award. Another 3 wins & 5 nominations.,N/A,USA,01 Jan 2000,Agnieszka Holland,,"Drama, Family, Fantasy",English,N/A,"A young, recently-orphaned girl is sent to England after living in India all her life. Once there, she begins to explore her new, seemingly-isolated surroundings -- and its secrets.",https://m.media-amazon.com/images/M/MV5BM2Y0NThmNDItYWY2Yi00YjYyLTgyNDYtODM5NjdlNWJjMDhhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,WARNER BROTHERS PICTURES,G,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}]",13 Aug 1993,True,101 min,The Secret Garden,movie,N/A,"Frances Hodgson Burnett (book), Caroline Thompson (screenplay)",1993,tt0108071,7.3,"32,366",,4.12
337,"Kate Maberly, Heydon Prowse, Andrew Knott, Maggie Smith",Nominated for 1 BAFTA Film Award. Another 3 wins & 5 nominations.,N/A,USA,01 Jan 2000,Agnieszka Holland,,"Drama, Family, Fantasy",English,N/A,"A young, recently-orphaned girl is sent to England after living in India all her life. Once there, she begins to explore her new, seemingly-isolated surroundings -- and its secrets.",https://m.media-amazon.com/images/M/MV5BM2Y0NThmNDItYWY2Yi00YjYyLTgyNDYtODM5NjdlNWJjMDhhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,WARNER BROTHERS PICTURES,G,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}]",13 Aug 1993,True,101 min,The Secret Garden,movie,N/A,"Frances Hodgson Burnett (book), Caroline Thompson (screenplay)",1993,tt0108071,7.3,"32,366",,4.12
338,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,3.98
339,"Channing Tatum, Amanda Seyfried, Richard Jenkins, Henry Thomas",4 wins & 8 nominations.,"$79,600,000",USA,25 May 2010,Lasse Hallström,,"Drama, Romance, War",English,43,A romantic drama about a soldier who falls for a conservative college student while he's home on leave.,https://m.media-amazon.com/images/M/MV5BMTk1NDEzMTU5NV5BMl5BanBnXkFtZTcwNTI3MTk5Mg@@._V1_SX300.jpg,Screen Gems/SONY PICTURES,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",05 Feb 2010,True,108 min,Dear John,movie,http://www.dearjohn-movie.com/,"Jamie Linden (screenplay), Nicholas Sparks (novel)",2010,tt0989757,6.3,"123,214",,4.01
340,"Edward Albert, Ellen Barber, Timothy Carhart, James Cromwell",1 nomination.,N/A,USA,N/A,Ferdinand Fairfax,,"Action, Adventure, Drama",English,N/A,A group of kids venture into enemy territory in an ambitious attempt to rescue their Navy Seal fathers who were captured during a failed mission in North Korea.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyNjE3NDg0OF5BMl5BanBnXkFtZTgwNDg3MzkwMzE@._V1_SX300.jpg,Touchstone Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",05 Aug 1988,True,97 min,The Rescue,movie,N/A,"Jim Thomas, John Thomas",1988,tt0095981,5.5,958,,4.1
341,"Cohen Holloway, Tom Hern, Leon Wadham, Aaron McGregor",N/A,N/A,New Zealand,N/A,N/A,,"Short, Drama",English,N/A,"During one afternoon in the barren back lands of New Zealand, adolescent Josh is forced to choose between saving his mate or saving face in front of an ultra violent bully who was once his idol.",N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,True,11 min,A Bend in the Road,movie,N/A,Rollo Wenlock,2012,tt2235532,6.4,7,,4.02
