"publisher","dagger","book_review_link","author","primary_isbn10","price","primary_isbn13","sunday_review_link","date","first_chapter_link","contributor","title","age_group","weeks_on_list"
"Tyndale House",0,NA,"Joel C Rosenberg","None",0,"9.7815E+12",NA,"4/2/17",NA,"by Joel C. Rosenberg","WITHOUT WARNING",NA,1
"Ace",0,NA,"Patricia Briggs","698195817",0,"9.7807E+12",NA,"3/26/17",NA,"by Patricia Briggs","SILENCE FALLEN",NA,1
"Berkley",0,NA,"Maya Banks","698176197",0,"9.7807E+12",NA,"3/26/17",NA,"by Maya Banks","BRIGHTER THAN THE SUN",NA,1
"ROC",0,NA,"Anne Bishop","698190459",0,"9.7807E+12",NA,"3/26/17",NA,"by Anne Bishop","ETCHED IN BONE",NA,1
"St. Martin's",0,NA,"Allison Brennan","1250105277",0,"9.78125E+12",NA,"3/26/17",NA,"by Allison Brennan","MAKE THEM PAY",NA,1
"Avon",0,NA,"Jeaniene Frost","62075853",0,"9.78006E+12",NA,"3/19/17",NA,"by Jeaniene Frost","INTO THE FIRE",NA,1
"Morrow",0,NA,"Faye Kellerman","62425250",0,"9.78006E+12",NA,"3/19/17",NA,"by Faye Kellerman","BONE BOX",NA,1
"Mira",0,NA,"Susan Mallery","146039643X",0,"9.78146E+12",NA,"3/19/17",NA,"by Susan Mallery","A MILLION LITTLE THINGS",NA,1
"EverAfter Romance",0,NA,"Tijan","None",0,"A00B06XBVL7Q2",NA,"3/19/17",NA,"by Tijan","COLE",NA,1
"Kensington",0,NA,"Joanne Fluke","1617732214",0,"9.78162E+12",NA,"3/19/17",NA,"by Joanne Fluke","BANANA CREAM PIE MURDER",NA,1
"Valkyrie",0,NA,"Kresley Cole","997215186",0,"9.781E+12",NA,"3/19/17",NA,"by Kresley Cole","SHADOW'S SEDUCTION",NA,1
"Avon",0,NA,"Lisa Kleypas","62371908",0,"9.78006E+12",NA,"3/12/17",NA,"by Lisa Kleypas","DEVIL IN SPRING",NA,1
"Del Rey",0,NA,"Chuck Wendig","1101966963",0,"9.7811E+12",NA,"3/12/17",NA,"by Chuck Wendig","AFTERMATH:: EMPIRE'S END",NA,1
"Mira",0,NA,"Pam Jenoff","778319814",0,"9.78078E+12",NA,"3/12/17",NA,"by Pam Jenoff","THE ORPHAN'S TALE",NA,1
"Waterhouse Press",0,NA,"Helen Hardt","None",0,"A00B01LBPLEG6",NA,"3/5/17",NA,"by Helen Hardt","BURN",NA,1
"Berkley",0,NA,"Mark Greaney","698406850",0,"9.7807E+12",NA,"3/5/17",NA,"by Mark Greaney","GUNMETAL GRAY",NA,1
"Jove",0,NA,"Mary Balogh","698411390",0,"9.7807E+12",NA,"2/26/17",NA,"by Mary Balogh","SOMEONE TO HOLD",NA,1
"Dial",0,NA,"Sophie Kinsella","812998278",0,"9.78081E+12",NA,"2/26/17",NA,"by Sophie Kinsella","MY NOT SO PERFECT LIFE",NA,1
"Avon",0,NA,"Eloisa James","62389467",0,"9.78006E+12",NA,"2/19/17",NA,"by Eloisa James","SEVEN MINUTES IN HEAVEN",NA,1
"Golden Unicorn Enterprises",0,NA,"J S Scott","1939962676",0,"9.78194E+12",NA,"2/19/17",NA,"by J. S. Scott","BILLIONAIRE UNKNOWN",NA,1
"Berkley",0,NA,"Jodi Picoult","None",0,"9.7811E+12",NA,"2/19/17",NA,"by Jodi Picoult","PICTURE PERFECT",NA,1
"Avon",0,NA,"Lynsay Sands","62273620",0,"9.78006E+12",NA,"2/19/17",NA,"by Lynsay Sands","FALLING FOR THE HIGHLANDER",NA,1
"Zebra",0,NA,"Kat Martin","1420139053",0,"9.78142E+12",NA,"2/19/17",NA,"by Kat Martin","INTO THE FIRESTORM",NA,1
"Berkley",0,NA,"Christine Feehan","None",0,"9.7804E+12",NA,"2/12/17",NA,"by Christine Feehan","POWER GAME",NA,1
"genreCrave",0,NA,"Gwynn White and various authors","None",0,"A00B01MCYGPQM",NA,"2/12/17",NA,"by Gwynn White and various authors","DARK HUMANITY",NA,1
"Avon",0,NA,"Jill Shalvis","62448072",0,"9.78006E+12",NA,"2/12/17",NA,"by Jill Shalvis","ACCIDENTALLY ON PURPOSE",NA,1
"Delacorte",0,NA,"Karen Marie Moning","425284360",0,"9.78043E+12",NA,"2/5/17",NA,"by Karen Marie Moning","FEVERSONG",NA,1
"EverAfter Romance",0,NA,"Vi Keeland","1942215568",0,"9.78194E+12",NA,"2/5/17",NA,"by Vi Keeland","EGOMANIAC",NA,1
"Romig Works",0,NA,"Aleatha Romig","996839445",0,"9.781E+12",NA,"2/5/17",NA,"by Aleatha Romig","FIDELITY",NA,1
"Lauren Blakely",0,NA,"Lauren Blakely","None",0,"A00B01MT5HMRV",NA,"1/29/17",NA,"by Lauren Blakely","FULL PACKAGE",NA,1
"Dutton",0,NA,"Brad Taylor","None",0,"9.7811E+12",NA,"1/29/17",NA,"by Brad Taylor","RING OF FIRE",NA,1
"Berkley",0,NA,"Karen White",NA,0,"9.7807E+12",NA,"1/29/17",NA,"by Karen White","THE GUESTS ON SOUTH BATTERY",NA,1
"Ballantine",0,NA,"Kristin Hannah","345459504",0,"9.78035E+12",NA,"1/22/17",NA,"by Kristin Hannah","DISTANT SHORES",NA,1
"Berkley",0,NA,"Catherine Anderson","451488024",0,"9.78045E+12",NA,"1/22/17",NA,"by Catherine Anderson","MULBERRY MOON",NA,1
"Henry Holt",0,"https://www.nytimes.com/2016/04/17/books/review/the-north-water-by-ian-mcguire.html","Ian McGuire","1627795952",0,"9.78163E+12",NA,"1/22/17",NA,"by Ian McGuire","THE NORTH WATER",NA,1
"Zebra",0,NA,"Fern Michaels","None",0,"9.78142E+12",NA,"1/15/17",NA,"by Fern Michaels","CRASH AND BURN",NA,1
"Waterhouse",0,NA,"Helen Hardt","None",0,"A00B01HFPDRI4",NA,"1/8/17",NA,"by Helen Hardt","MELT",NA,1
"Morrow/HarperCollins",0,NA,"James Rollins","62381709",0,"9.78006E+12",NA,"1/1/17",NA,"by James Rollins","THE SEVENTH PLAGUE",NA,1
"Ballantine",0,NA,"J R Ward","698193288",0,"9.7807E+12",NA,"12/25/16",NA,"by J. R. Ward","BLOOD VOW",NA,1
"Knopf",0,NA,"Anne Rice","385353790",0,"9.78039E+12",NA,"12/18/16",NA,"by Anne Rice","PRINCE LESTAT AND THE REALMS OF ATLANTIS",NA,1
"Harper",0,NA,"Bernard Cornwell","62250825",0,"9.78006E+12",NA,"12/18/16",NA,"by Bernard Cornwell","THE FLAME BEARER",NA,1
"Random House",0,NA,"Fannie Flagg","140006595X",0,"9.7814E+12",NA,"12/18/16",NA,"by Fannie Flagg","THE WHOLE TOWN'S TALKING",NA,1
"Del Rey",0,NA,"James Luceno","345511492",0,"9.78035E+12",NA,"12/4/16",NA,"by James Luceno","CATALYST",NA,1
"Simon & Schuster",0,NA,"Richard Paul Evans","1501119818",0,"9.7815E+12",NA,"12/4/16",NA,"by Richard Paul Evans","THE MISTLETOE SECRET",NA,1
"St. Martin's",0,NA,"Jeffrey Archer","1466867515",0,"9.78147E+12",NA,"11/27/16",NA,"by Jeffrey Archer","THIS WAS A MAN",NA,1
"Jove",0,NA,"Christine Feehan","None",0,"9.7807E+12",NA,"11/27/16",NA,"by Christine Feehan","LEOPARD'S FURY",NA,1
"Signet",0,NA,"Mary Balogh","451477790",0,"9.78045E+12",NA,"11/27/16",NA,"by Mary Balogh","SOMEONE TO LOVE",NA,1
"Tor",0,NA,"David Weber","1429952113",0,"9.78143E+12",NA,"11/27/16",NA,"by David Weber","AT THE SIGN OF TRIUMPH",NA,1
"Avon Impulse",0,NA,"Jill Shalvis","006246356X",0,"9.78006E+12",NA,"11/27/16",NA,"by Jill Shalvis","ONE SNOWY NIGHT",NA,1
"Berkley",0,NA,"Nalini Singh",NA,0,"9.78045E+12",NA,"11/20/16",NA,"by Nalini Singh","ARCHANGEL'S HEART",NA,1
"BAAE",0,NA,"Corinne Michaels","1942834209",0,"9.78194E+12",NA,"11/20/16",NA,"by Corinne Michaels","SAY YOU WANT ME",NA,1
"Morrow/HarperCollins",0,NA,"Allison Brennan","1250105102",0,"9.78125E+12",NA,"11/20/16",NA,"by Allison Brennan","THE LOST GIRLS",NA,1
"Little, Brown",0,NA,"James Patterson and Jeffrey J Keyes","316361534",0,"9.78032E+12",NA,"11/20/16",NA,"by James Patterson and Jeffrey J. Keyes","KILLER CHEF",NA,1
"Putnam",0,NA,"Stuart Woods","None",0,"9.7804E+12",NA,"11/13/16",NA,"by Stuart Woods","SEX, LIES  AND SERIOUS MONEY",NA,1
"Orbit",0,NA,"Brent Weeks","316251313",0,"9.78032E+12",NA,"11/13/16",NA,"by Brent Weeks","THE BLOOD MIRROR",NA,1
"Howard Books",0,NA,"Karen Kingsbury","1451687567",0,"9.78145E+12",NA,"11/13/16",NA,"by Karen Kingsbury","A BAXTER FAMILY CHRISTMAS",NA,1
"DLZ Entertainment",0,NA,"Lexi Blake","1937608530",0,"9.78194E+12",NA,"11/13/16",NA,"by Lexi Blake","SUBMISSION IS NOT ENOUGH",NA,1
"St. Martin's",0,NA,"Iris Johansen and Roy Johansen","1466887338",0,"9.78147E+12",NA,"11/13/16",NA,"by Iris Johansen and Roy Johansen","NIGHT WATCH",NA,1
"Lauren Blakely",0,NA,"Lauren Blakely","None",0,"A00B01M9BU7A1",NA,"11/6/16",NA,"by Lauren Blakely","THE SEXY ONE",NA,1
"Emma Chase",0,NA,"Emma Chase","997426225",0,"9.781E+12",NA,"11/6/16",NA,"by Emma Chase","ROYALLY SCREWED",NA,1
"Berkley",0,NA,"Laurell K Hamilton","None",0,"9.7811E+12",NA,"10/30/16",NA,"by Laurell K. Hamilton","CRIMSON DEATH",NA,1
"Pantheon",0,NA,"Alexander McCall Smith","1101871369",0,"9.7811E+12",NA,"10/30/16",NA,"by Alexander McCall Smith","PRECIOUS AND GRACE",NA,1
"Ballantine",0,NA,"Debbie Macomber","553391747",0,"9.78055E+12",NA,"10/23/16",NA,"by Debbie Macomber","TWELVE DAYS OF CHRISTMAS",NA,1
"Little, Brown",0,NA,"Elin Hilderbrand","316261157",0,"9.78032E+12",NA,"10/23/16",NA,"by Elin Hilderbrand","WINTER STORMS",NA,1
"Putnam",0,NA,"WEB Griffin and William E Butterworth","None",0,"9.7807E+12",NA,"10/23/16",NA,"by W.E.B. Griffin and William E. Butterworth","BROKEN TRUST",NA,1
"Waterhouse",0,NA,"Helen Hardt","None",0,"A00B01EIJC2U4",NA,"10/16/16",NA,"by Helen Hardt","POSSESSION",NA,1
"Elle Kennedy",0,NA,"Elle Kennedy","None",0,"9.78099E+12",NA,"10/16/16",NA,"by Elle Kennedy","THE GOAL",NA,1
"HQN",0,NA,"RaeAnne Thayne","1459294947",0,"9.78146E+12",NA,"10/16/16",NA,"by RaeAnne Thayne","SNOWFALL ON HAVEN POINT",NA,1
"Mira",0,NA,"Heather Graham","1460395921",0,"9.78146E+12",NA,"10/16/16",NA,"by Heather Graham","DARKEST JOURNEY",NA,1
"Kensington",0,NA,"Joanne Fluke","161773229X",0,"9.78162E+12",NA,"10/16/16",NA,"by Joanne Fluke","CHRISTMAS CARAMEL MURDER",NA,1
"Mira",0,NA,"Ron Carr","1460395956",0,"9.78146E+12",NA,"10/16/16",NA,"by Robyn Carr","THE LIFE SHE WANTS",NA,1
"Ace",0,NA,"Ilona Andrews","None",0,"9.7807E+12",NA,"10/9/16",NA,"by Ilona Andrews","MAGIC BINDS",NA,1
"Avon/HarperCollins",0,NA,"Lynsay Sands","62316079",0,"9.78006E+12",NA,"10/9/16",NA,"by Lynsay Sands","IMMORTAL NIGHTS",NA,1
"Random House",0,NA,"Alan Bradley","345539982",0,"9.78035E+12",NA,"10/9/16",NA,"by Alan Bradley","THRICE THE BRINDED CAT HATH MEW'D",NA,1
"Putnam",0,NA,"Amy Tan","None",0,"9.7811E+12",NA,"10/9/16",NA,"by Amy Tan","THE BONESETTER'S DAUGHTER",NA,1
"Viking",0,NA,"Craig Johnson","None",0,"9.7807E+12",NA,"10/2/16",NA,"by Craig Johnson","AN OBVIOUS FACT",NA,1
"Lauren Blakely",0,NA,"Lauren Blakely","None",0,"A00B01LYRXJ0I",NA,"10/2/16",NA,"by Lauren Blakely","WELL HUNG",NA,1
"Putnam",0,NA,"Reed Farrel Coleman","None",0,"9.7807E+12",NA,"10/2/16",NA,"by Reed Farrel Coleman","ROBERT B. PARKER'S DEBT TO PAY",NA,1
"Nan A. Talese/Doubleday",0,"https://www.nytimes.com/2016/09/11/books/review/ian-mcewan-nutshell.html","Ian McEwan","385542070",0,"9.78039E+12",NA,"10/2/16",NA,"by Ian McEwan","NUTSHELL",NA,1
"Morrow/HarperCollins",0,NA,"J A Jance","62297732",0,"9.78006E+12",NA,"9/25/16",NA,"by J. A. Jance","DOWNFALL",NA,1
"Berkley",0,NA,"Clare Mackintosh","None",0,"9.7811E+12",NA,"9/25/16",NA,"by  Clare Mackintosh","I LET YOU GO",NA,1
"BookShots",0,NA,"James Patterson with Max DiLallo","316361526",0,"9.78032E+12",NA,"9/25/16",NA,"by James Patterson with Max DiLallo","113 MINUTES",NA,1
"Farrar, Straus & Giroux",0,"https://www.nytimes.com/2016/09/11/books/review/jonathan-safran-foer-here-i-am.html","Jonathan Safran Foer","374280029",0,"9.78037E+12",NA,"9/25/16",NA,"by Jonathan Safran Foer","HERE I AM",NA,1
"HQN",0,NA,"Linda Lael Miller","1460394135",0,"9.78146E+12",NA,"9/18/16",NA,"by Linda Lael Miller","ALWAYS A COWBOY",NA,1
"Zebra",0,NA,"Fern Michaels","1420140647",0,"9.78142E+12",NA,"9/18/16",NA,"by Fern Michaels","FAST AND LOOSE",NA,1
"Avon",0,NA,"Sarah MacLean","62379445",0,"9.78006E+12",NA,"9/18/16",NA,"by Sarah MacLean","A SCOT IN THE DARK",NA,1
"Simon & Schuster",0,NA,"James Lee Burke","1501107488",0,"9.7815E+12",NA,"9/18/16",NA,"by James Lee Burke","THE JEALOUS KIND",NA,1
"HarperCollins",0,NA,"Susan Elizabeth Phillips","62405632",0,"9.78006E+12",NA,"9/11/16",NA,"by Susan Elizabeth Phillips","FIRST STAR I SEE TONIGHT",NA,1
"Ballantine",0,NA,"Kristin Hannah","345459520",0,"9.78035E+12",NA,"9/11/16",NA,"by Kristin Hannah","SUMMER ISLAND",NA,1
"Avon",0,NA,"Maya Banks","62410172",0,"9.78006E+12",NA,"9/11/16",NA,"by Maya Banks","WITH EVERY BREATH",NA,1
"St. Martin's",0,NA,"Lisa Scottoline","1250099633",0,"9.78125E+12",NA,"9/4/16",NA,"by Lisa Scottoline","DAMAGED",NA,1
"Jamie McGuire",0,NA,"Jamie McGuire","None",0,"A00B01GJ5LT0O",NA,"9/4/16",NA,"by Jamie McGuire","A BEAUTIFUL FUNERAL",NA,1
"Blue Bolt",0,NA,"Jasmine Walt and Rebecca Hamilton","None",0,"A00B01FT4OAUW",NA,"9/4/16",NA,"by Jasmine Walt and Rebecca Hamilton","SHADOW BORN",NA,1
"Penelope Ward",0,NA,"Penelope Ward","1942215479",0,"9.78194E+12",NA,"9/4/16",NA,"by Penelope Ward","NEIGHBOR DEAREST",NA,1
"Touchstone",0,NA,"Philippa Gregory","1476758751",0,"9.78148E+12",NA,"8/28/16",NA,"by Philippa Gregory","THREE SISTERS, THREE QUEENS",NA,1
"Witness Impulse",0,NA,"J A Jance","62499041",0,"9.78006E+12",NA,"8/28/16",NA,"by J. A. Jance","RANDOM ACTS",NA,1
"Morrow/HarperCollins",0,NA,"Kristen Pro","62434780",0,"9.78006E+12",NA,"8/28/16",NA,"by Kristen Proby","CLOSE TO YOU",NA,1
"Putnam",0,NA,"Stuart Woods and Parnell Hall","None",0,"9.7804E+12",NA,"8/21/16",NA,"by Stuart Woods and Parnell Hall","SMOOTH OPERATOR",NA,1
"Berkley",0,NA,"Christine Feehan","None",0,"9.7807E+12",NA,"8/21/16",NA,"by Christine Feehan","DARK CAROUSEL",NA,1
"BookShots",0,NA,"James Patterson with Michael Ledwidge","031636164X",0,"9.78032E+12",NA,"8/21/16",NA,"by James Patterson with Michael Ledwidge","CHASE",NA,1
"St. Martin's",0,NA,"Sherrilyn Kenyon","1250092418",0,"9.78125E+12",NA,"8/21/16",NA,"by Sherrilyn Kenyon","DRAGONMARK",NA,1
"Jove",0,NA,"Jayne Castle","None",0,"9.7807E+12",NA,"8/14/16",NA,"by Jayne Castle","ILLUSION TOWN",NA,1
"HQN",0,NA,"Marie Force","1459294920",0,"9.78146E+12",NA,"8/14/16",NA,"by Marie Force","FATAL IDENTITY",NA,1
"Mira",0,NA,"Ron Carr","1460346769",0,"9.78146E+12",NA,"8/14/16",NA,"by Robyn Carr","THE HOUSE ON OLIVE STREET",NA,1
"Mira",0,NA,"Heather Graham","1460395646",0,"9.78146E+12",NA,"8/14/16",NA,"by Heather Graham","DEADLY FATE",NA,1
"Dutton",0,NA,"Linda Fairstein","None",0,"9.7811E+12",NA,"8/14/16",NA,"by Linda Fairstein","KILLER LOOK",NA,1
"New American Library",0,NA,"J R Ward","None",0,"9.7807E+12",NA,"8/14/16",NA,"by J. R. Ward","THE ANGELS' SHARE",NA,1
"St. Martin's",0,NA,"Iris Johansen","1466887214",0,"9.78147E+12",NA,"8/7/16",NA,"by Iris Johansen","NIGHT AND DAY",NA,1
"Waterhouse",0,NA,"Helen Hardt","None",0,"A00B01EGIKZVU",NA,"8/7/16",NA,"by Helen Hardt","OBSESSION",NA,1
"Grand Central",0,NA,"Nicholas Sparks","759527881",0,"9.78076E+12",NA,"7/31/16",NA,"by Nicholas Sparks","THE GUARDIAN",NA,1
"Minotaur",0,NA,"Linda Castillo","1466867272",0,"9.78147E+12",NA,"7/31/16",NA,"by Linda Castillo","AMONG THE WICKED",NA,1
"HQN",0,NA,"Susan Mallery","1460394356",0,"9.78146E+12",NA,"7/31/16",NA,"by Susan Mallery","DAUGHTERS OF THE BRIDE",NA,1
"Kendall Ryan",0,NA,"Kendall Ryan","None",0,"A00B01GNLNGZU",NA,"7/24/16",NA,"by Kendall Ryan","HITCHED",NA,1
"BookShots",0,NA,"James Patterson and Emily Raymond","316276405",0,"9.78032E+12",NA,"7/24/16",NA,"by James Patterson and Emily Raymond","LITTLE BLACK DRESS",NA,1
"Jove",0,NA,"Christine Feehan","None",0,"9.7807E+12",NA,"7/17/16",NA,"by Christine Feehan","SHADOW RIDER",NA,1
"Bantam",0,NA,"Janet Evanovich and Lee Goldberg","553392786",0,"9.78055E+12",NA,"7/10/16",NA,"by Janet Evanovich and Lee Goldberg","THE PURSUIT",NA,1
"Putnam",0,NA,"Stuart Woods","None",0,"9.7804E+12",NA,"6/26/16",NA,"by Stuart Woods","DISHONORABLE INTENTIONS",NA,1
"Grand Central",0,NA,"Brad Meltzer and Tod Goldberg","1455559504",0,"9.78146E+12",NA,"6/26/16",NA,"by Brad Meltzer and Tod Goldberg","THE HOUSE OF SECRETS",NA,1
"Random House",0,"https://www.nytimes.com/2016/06/05/books/review/alan-fursts-a-hero-of-france.html","Alan Furst","081299650X",0,"9.78081E+12",NA,"6/19/16",NA,"by Alan Furst","A HERO OF FRANCE",NA,1
"Zebra",0,NA,"Kat Martin","1420139037",0,"9.78142E+12",NA,"6/19/16",NA,"by Kat Martin","INTO THE WHIRLWIND",NA,1
"Mira",0,NA,"Heather Graham","1459294149",0,"9.78146E+12",NA,"6/12/16",NA,"by Heather Graham","HAUNTED DESTINY",NA,1
"Aurora Rose Reynolds",0,NA,"Aurora Rose Reynolds","None",0,"A00B01CF9YVSA",NA,"6/12/16",NA,"by Aurora Rose Reynolds","UNTIL JUNE",NA,1
"Pocket Books",0,NA,"Laura Griffin","1476779287",0,"9.78148E+12",NA,"6/12/16",NA,"by Laura Griffin","DEEP DARK",NA,1
"Grand Central",0,NA,"Douglas Preston and Lincoln Child","145552588X",0,"9.78E+12",NA,"6/5/16",NA,"by Douglas Preston and Lincoln Child","BEYOND THE ICE LIMIT",NA,1
"Denise Grover Swank",0,NA,"Denise Grover Swank","1939996392",0,"9.78E+12",NA,"6/5/16",NA,"by Denise Grover Swank","THIRTY-SIX AND A HALF MOTIVES",NA,1
"Berkley",0,NA,"Jane Green","None",0,"9.78E+12",NA,"6/5/16",NA,"by Jane Green","THE BEACH HOUSE",NA,1
"Viking",0,NA,"Craig Johnson","None",0,"9.78E+12",NA,"6/5/16",NA,"by Craig Johnson","THE HIGHWAYMAN",NA,1
"Morrow",0,NA,"Linda Howard","62419005",0,"9.78E+12",NA,"5/29/16",NA,"by Linda Howard","TROUBLEMAKER",NA,1
"Mira",0,NA,"Debbie Macomber","1459254821",0,"9.78E+12",NA,"5/29/16",NA,"by Debbie Macomber","16 LIGHTHOUSE ROAD",NA,1
"Del Rey",0,NA,"Claudia Gray","345511360",0,"9.78E+12",NA,"5/22/16",NA,"by Claudia Gray","STAR WARS: BLOODLINE",NA,1
"Signet",0,NA,"Mary Balogh","698411323",0,"9.78E+12",NA,"5/22/16",NA,"by Mary Balogh","ONLY BELOVED",NA,1
"Putnam",0,NA,"Ace Atkins","None",0,"9.78E+12",NA,"5/22/16",NA,"by Ace Atkins","ROBERT B. PARKER'S SLOW BURN",NA,1
"Berkley",0,NA,"Maya Banks","None",0,"9.78E+12",NA,"5/22/16",NA,"by Maya Banks","DOMINATED",NA,1
"Jove",0,NA,"Christine Feehan","698197755",0,"9.78E+12",NA,"5/15/16",NA,"by Christine Feehan","FIRE BOUND",NA,1
"HQN",0,NA,"Susan Mallery","1459293894",0,"9.78E+12",NA,"5/15/16",NA,"by Susan Mallery","BEST OF MY LOVE",NA,1
"St. Martin's Press",0,NA,"Iris Johansen","1466887206",0,"9.78E+12",NA,"5/15/16",NA,"by Iris Johansen","HIDE AWAY",NA,1
"Berkley",0,NA,"Marie Force",NA,0,"9.78E+12",NA,"5/15/16",NA,"by Marie Force","AIN'T SHE SWEET",NA,1
"Kristen Ashley",0,NA,"Kristen Ashley","None",0,"9.78E+12",NA,"5/8/16",NA,"by Kristen Ashley","BOUNTY",NA,1
"Jove",0,NA,"Nora Roberts","None",0,"9.78E+12",NA,"5/8/16",NA,"by Nora Roberts","JEWELS OF THE SUN",NA,1
"St. Martin's Griffin",0,NA,"Kylie Scott","1250083273",0,"9.78E+12",NA,"5/8/16",NA,"by Kylie Scott","DIRTY",NA,1
"Morrow/HarperCollins",0,NA,"Gilly Macmillan","None",0,"9.78E+12",NA,"5/8/16",NA,"by Gilly Macmillan","WHAT SHE KNEW",NA,1
"Berkley",0,NA,"Amanda Quick","069819361X",0,"9.78E+12",NA,"5/8/16",NA,"by Amanda Quick","'TIL DEATH DO US PART",NA,1
"St. Martin's",0,NA,"Lisa Scottoline","1250088127",0,"9.78E+12",NA,"5/1/16",NA,"by Lisa Scottoline","MOST WANTED",NA,1
"Oak Press",0,NA,"Bella Andre","1938127897",0,"9.78E+12",NA,"5/1/16",NA,"by Bella Andre","NOW THAT I'VE FOUND YOU",NA,1
"Valkyrie Press",0,NA,"Kresley Cole","997215100",0,"9.78E+12",NA,"5/1/16",NA,"by Kresley Cole","THE PLAYER",NA,1
"Morrow/HarperCollins",0,NA,"Kristen Pro","62434772",0,"9.78E+12",NA,"5/1/16",NA,"by Kristen Proby","LISTEN TO ME",NA,1
"New American Library",0,NA,"J R Ward","None",0,"9.78E+12",NA,"4/24/16",NA,"by J. R. Ward","THE BEAST",NA,1
"Dell",0,NA,"Diana Gabaldon","1101882522",0,"9.78E+12",NA,"4/24/16",NA,"by Diana Gabaldon","VIRGINS",NA,1
"Morrow/HarperCollins",0,NA,"Bryan Reardon","62339532",0,"9.78E+12",NA,"4/24/16",NA,"by Bryan Reardon","FINDING JAKE",NA,1
"Harlequin",0,NA,"Ron Carr","1459292472",0,"9.78E+12",NA,"4/24/16",NA,"by Robyn Carr","WHAT WE FIND",NA,1
"Harper/HarperCollins",0,NA,"Jacqueline Winspear","62220624",0,"9.78E+12",NA,"4/17/16",NA,"by Jacqueline Winspear","JOURNEY TO MUNICH",NA,1
"HQN",0,NA,"Linda Lael Miller","1459292529",0,"9.78E+12",NA,"4/17/16",NA,"by Linda Lael Miller","ONCE A RANCHER",NA,1
"Grand Central",0,NA,"Jill Shalvis","145558679X",0,"9.78E+12",NA,"4/17/16",NA,"by Jill Shalvis","NOBODY BUT YOU",NA,1
"HarperCollins",0,NA,"Lisa Scottoline","61797766",0,"9.78E+12",NA,"4/17/16",NA,"by Lisa Scottoline","DADDY'S GIRL",NA,1
"Tijan",0,NA,"Tijan","None",0,"A00B01DIE5R3Y",NA,"4/17/16",NA,"by Tijan","LOGAN KADE",NA,1
"Howard Books",0,NA,"Karen Kingsbury","1451687540",0,"9.78E+12",NA,"4/17/16",NA,"by Karen Kingsbury","A BRUSH OF WINGS",NA,1
"Random House",0,"https://www.nytimes.com/2016/04/03/books/review/the-summer-before-the-war-by-helen-simonson.html","Helen Simonson","679644644",0,"9.78E+12",NA,"4/10/16",NA,"by Helen Simonson","THE SUMMER BEFORE THE WAR",NA,1
"Grand Central",0,NA,"Nicholas Sparks","759507910",0,"9.78E+12",NA,"4/10/16",NA,"by Nicholas Sparks","THE WEDDING",NA,1
"Berkley",0,NA,"Christine Feehan","None",0,"9.78E+12",NA,"4/3/16",NA,"by Christine Feehan","DARK PROMISES",NA,1
"InterMix",0,NA,"Nora Roberts","None",0,"9.78E+12",NA,"4/3/16",NA,"by Nora Roberts","PLAYING THE ODDS",NA,1
"Loveswept",0,NA,"Sawyer Bennett","1101968109",0,"9.78E+12",NA,"4/3/16",NA,"by Sawyer Bennett","HAWKE",NA,1
"Putnam",0,NA,"Randy Wayne White","039917351X",0,"9.78E+12",NA,"4/3/16",NA,"by Randy Wayne White","DEEP BLUE",NA,1
"Harper",0,NA,"Anne Hillerman","62270532",0,"9.78E+12",NA,"3/27/16",NA,"by Anne Hillerman","ROCK WITH WINGS",NA,1
"Atlantic Monthly",0,NA,"Donna Leon","802190316",0,"9.78E+12",NA,"3/27/16",NA,"by Donna Leon","THE WATERS OF ETERNAL YOUTH",NA,1
"Touchstone",0,NA,"J A Jance","1501110764",0,"9.78E+12",NA,"3/27/16",NA,"by J. A. Jance","CLAWBACK",NA,1
"Roc",0,NA,"Anne Bishop","698190424",0,"9.78E+12",NA,"3/27/16",NA,"by Anne Bishop","MARKED IN FLESH",NA,1
"Touchstone",0,NA,"Kathleen Grissom","1439160120",0,"9.78E+12",NA,"3/20/16",NA,"by Kathleen Grissom","THE KITCHEN HOUSE",NA,1
"Scribner",0,NA,"Colm Toibin","1501106473",0,"9.78E+12","https://www.nytimes.com/2009/05/03/books/review/Schillinger-t.html","3/20/16","https://www.nytimes.com/2009/05/03/books/chapter-brooklyn.html","by Colm Toibin","BROOKLYN",NA,1
"Avon",0,NA,"Lynsay Sands","62316052",0,"9.78E+12",NA,"3/13/16",NA,"by Lynsay Sands","RUNAWAY VAMPIRE",NA,1
"Ballantine",0,NA,"Tess Gerritsen","345549635",0,"9.78E+12",NA,"3/13/16",NA,"by Tess Gerritsen","GIRL MISSING",NA,1
"Kensington",0,NA,"Joanne Fluke","1617732176",0,"9.78E+12",NA,"3/13/16",NA,"by Joanne Fluke","WEDDING CAKE MURDER",NA,1
"HQN",0,NA,"Lori Foster","1459292413",0,"9.78E+12",NA,"3/13/16",NA,"by Lori Foster","FIGHTING DIRTY",NA,1
"Jove",0,NA,"Nora Roberts","None",0,"9.78E+12",NA,"3/6/16",NA,"by Nora Roberts","THE NEXT ALWAYS",NA,1
"Metal Blonde",0,NA,"Karina Halle","None",0,"A00B01BMKXYNQ",NA,"3/6/16",NA,"by Karina Halle","THE LIE",NA,1
"Del Rey",0,NA,"Pierce Brown","345539850",0,"9.78E+12",NA,"2/28/16",NA,"by Pierce Brown","MORNING STAR",NA,1
